Head,Name,Manufacturer,Model,Mode,Universe,Address,X Pos(MagicQ),Y Pos(MagicQ),Z Pos(MagicQ),X Rot(MagicQ),Y Rot(MagicQ),Z Rot(MagicQ),X Pos(Unity),Y Pos(Unity),Z Pos(Unity),X Rot(Unity),Y Rot(Unity),Z Rot(Unity)
563,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.29m,8.74m,-1.65m,-179.98°,90°,0°,-2.293,8.743,1.647,270.02,270,0
615,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.03m,8.74m,-1.65m,-179.98°,90°,0°,-2.033,8.743,1.647,270.02,270,0
667,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-1.02m,8.74m,-1.65m,-179.98°,90°,0°,-1.019,8.743,1.647,270.02,270,0
719,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,-1.65m,-179.98°,90°,0°,-0.752,8.743,1.647,270.02,270,0
771,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.49m,8.74m,-1.65m,-179.98°,90°,0°,-0.492,8.743,1.647,270.02,270,0
823,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.53m,8.74m,-1.65m,-179.98°,90°,0°,0.533,8.743,1.647,270.02,270,0
875,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.8m,8.74m,-1.65m,-179.98°,90°,0°,0.8,8.743,1.647,270.02,270,0
927,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,1.06m,8.74m,-1.65m,-179.98°,90°,0°,1.06,8.743,1.647,270.02,270,0
979,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.12m,8.74m,-1.65m,-179.98°,90°,0°,2.119,8.743,1.647,270.02,270,0
1031,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.39m,8.74m,-1.65m,-179.98°,90°,0°,2.386,8.743,1.647,270.02,270,0
1083,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.65m,8.74m,-1.65m,-179.98°,90°,0°,2.646,8.743,1.647,270.02,270,0
1135,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.56m,8.74m,-1.65m,-179.98°,90°,0°,3.56,8.743,1.647,270.02,270,0
1187,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,-1.65m,-179.98°,90°,0°,3.827,8.743,1.647,270.02,270,0
1239,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,4.09m,8.74m,-1.65m,-179.98°,90°,0°,4.087,8.743,1.647,270.02,270,0
1291,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.15m,8.74m,-1.65m,-179.98°,90°,0°,5.153,8.743,1.647,270.02,270,0
1343,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.42m,8.74m,-1.65m,-179.98°,90°,0°,5.42,8.743,1.647,270.02,270,0
1395,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.68m,8.74m,-1.65m,-179.98°,90°,0°,5.68,8.743,1.647,270.02,270,0
1447,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.67m,8.74m,-1.65m,-179.98°,90°,0°,6.668,8.743,1.647,270.02,270,0
1499,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.94m,8.74m,-1.65m,-179.98°,90°,0°,6.935,8.743,1.647,270.02,270,0
1551,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,7.2m,8.74m,-1.65m,-179.98°,90°,0°,7.195,8.743,1.647,270.02,270,0
44,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-7.16m,8.74m,-1.62m,-179.98°,90°,0°,-7.163,8.743,1.617,270.02,270,0
96,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,-1.62m,-179.98°,90°,0°,-6.896,8.743,1.617,270.02,270,0
148,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.64m,8.74m,-1.62m,-179.98°,90°,0°,-6.636,8.743,1.617,270.02,270,0
200,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.65m,8.74m,-1.62m,-179.98°,90°,0°,-5.65,8.743,1.617,270.02,270,0
252,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.38m,8.74m,-1.62m,-179.98°,90°,0°,-5.383,8.743,1.617,270.02,270,0
304,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.12m,8.74m,-1.62m,-179.98°,90°,0°,-5.123,8.743,1.617,270.02,270,0
356,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-4.08m,8.74m,-1.62m,-179.98°,90°,0°,-4.084,8.743,1.617,270.02,270,0
408,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.82m,8.74m,-1.62m,-179.98°,90°,0°,-3.817,8.743,1.617,270.02,270,0
460,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.56m,8.74m,-1.62m,-179.98°,90°,0°,-3.557,8.743,1.617,270.02,270,0
512,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.56m,8.74m,-1.62m,-179.98°,90°,0°,-2.56,8.743,1.617,270.02,270,0
564,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.29m,8.74m,-1.62m,-179.98°,90°,0°,-2.293,8.743,1.617,270.02,270,0
616,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.03m,8.74m,-1.62m,-179.98°,90°,0°,-2.033,8.743,1.617,270.02,270,0
668,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-1.02m,8.74m,-1.62m,-179.98°,90°,0°,-1.019,8.743,1.617,270.02,270,0
720,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,-1.62m,-179.98°,90°,0°,-0.752,8.743,1.617,270.02,270,0
772,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.49m,8.74m,-1.62m,-179.98°,90°,0°,-0.492,8.743,1.617,270.02,270,0
824,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.53m,8.74m,-1.62m,-179.98°,90°,0°,0.533,8.743,1.617,270.02,270,0
876,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.8m,8.74m,-1.62m,-179.98°,90°,0°,0.8,8.743,1.617,270.02,270,0
928,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,1.06m,8.74m,-1.62m,-179.98°,90°,0°,1.06,8.743,1.617,270.02,270,0
980,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.12m,8.74m,-1.62m,-179.98°,90°,0°,2.119,8.743,1.617,270.02,270,0
1032,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.39m,8.74m,-1.62m,-179.98°,90°,0°,2.386,8.743,1.617,270.02,270,0
1084,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.65m,8.74m,-1.62m,-179.98°,90°,0°,2.646,8.743,1.617,270.02,270,0
1136,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.56m,8.74m,-1.62m,-179.98°,90°,0°,3.56,8.743,1.617,270.02,270,0
1188,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,-1.62m,-179.98°,90°,0°,3.827,8.743,1.617,270.02,270,0
1240,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,4.09m,8.74m,-1.62m,-179.98°,90°,0°,4.087,8.743,1.617,270.02,270,0
1292,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.15m,8.74m,-1.62m,-179.98°,90°,0°,5.153,8.743,1.617,270.02,270,0
1344,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.42m,8.74m,-1.62m,-179.98°,90°,0°,5.42,8.743,1.617,270.02,270,0
1396,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.68m,8.74m,-1.62m,-179.98°,90°,0°,5.68,8.743,1.617,270.02,270,0
1448,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.67m,8.74m,-1.62m,-179.98°,90°,0°,6.668,8.743,1.617,270.02,270,0
1500,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.94m,8.74m,-1.62m,-179.98°,90°,0°,6.935,8.743,1.617,270.02,270,0
1552,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,7.2m,8.74m,-1.62m,-179.98°,90°,0°,7.195,8.743,1.617,270.02,270,0
45,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-7.16m,8.74m,-1.62m,-179.98°,90°,0°,-7.163,8.743,1.617,270.02,270,0
97,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,-1.62m,-179.98°,90°,0°,-6.896,8.743,1.617,270.02,270,0
149,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.64m,8.74m,-1.62m,-179.98°,90°,0°,-6.636,8.743,1.617,270.02,270,0
201,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.65m,8.74m,-1.62m,-179.98°,90°,0°,-5.65,8.743,1.617,270.02,270,0
253,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.38m,8.74m,-1.62m,-179.98°,90°,0°,-5.383,8.743,1.617,270.02,270,0
305,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.12m,8.74m,-1.62m,-179.98°,90°,0°,-5.123,8.743,1.617,270.02,270,0
357,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-4.08m,8.74m,-1.62m,-179.98°,90°,0°,-4.084,8.743,1.617,270.02,270,0
409,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.82m,8.74m,-1.62m,-179.98°,90°,0°,-3.817,8.743,1.617,270.02,270,0
461,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.56m,8.74m,-1.62m,-179.98°,90°,0°,-3.557,8.743,1.617,270.02,270,0
513,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.56m,8.74m,-1.62m,-179.98°,90°,0°,-2.56,8.743,1.617,270.02,270,0
565,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.29m,8.74m,-1.62m,-179.98°,90°,0°,-2.293,8.743,1.617,270.02,270,0
617,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.03m,8.74m,-1.62m,-179.98°,90°,0°,-2.033,8.743,1.617,270.02,270,0
669,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-1.02m,8.74m,-1.62m,-179.98°,90°,0°,-1.019,8.743,1.617,270.02,270,0
721,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,-1.62m,-179.98°,90°,0°,-0.752,8.743,1.617,270.02,270,0
773,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.49m,8.74m,-1.62m,-179.98°,90°,0°,-0.492,8.743,1.617,270.02,270,0
825,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.53m,8.74m,-1.62m,-179.98°,90°,0°,0.533,8.743,1.617,270.02,270,0
877,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.8m,8.74m,-1.62m,-179.98°,90°,0°,0.8,8.743,1.617,270.02,270,0
929,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,1.06m,8.74m,-1.62m,-179.98°,90°,0°,1.06,8.743,1.617,270.02,270,0
981,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.12m,8.74m,-1.62m,-179.98°,90°,0°,2.119,8.743,1.617,270.02,270,0
1033,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.39m,8.74m,-1.62m,-179.98°,90°,0°,2.386,8.743,1.617,270.02,270,0
1085,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.65m,8.74m,-1.62m,-179.98°,90°,0°,2.646,8.743,1.617,270.02,270,0
1137,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.56m,8.74m,-1.62m,-179.98°,90°,0°,3.56,8.743,1.617,270.02,270,0
1189,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,-1.62m,-179.98°,90°,0°,3.827,8.743,1.617,270.02,270,0
1241,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,4.09m,8.74m,-1.62m,-179.98°,90°,0°,4.087,8.743,1.617,270.02,270,0
1293,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.15m,8.74m,-1.62m,-179.98°,90°,0°,5.153,8.743,1.617,270.02,270,0
1345,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.42m,8.74m,-1.62m,-179.98°,90°,0°,5.42,8.743,1.617,270.02,270,0
1397,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.68m,8.74m,-1.62m,-179.98°,90°,0°,5.68,8.743,1.617,270.02,270,0
1449,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.67m,8.74m,-1.62m,-179.98°,90°,0°,6.668,8.743,1.617,270.02,270,0
1501,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.94m,8.74m,-1.62m,-179.98°,90°,0°,6.935,8.743,1.617,270.02,270,0
1553,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,7.2m,8.74m,-1.62m,-179.98°,90°,0°,7.195,8.743,1.617,270.02,270,0
57,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,-1.62m,-179.98°,90°,0°,-6.896,8.743,1.617,270.02,270,0
58,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,-1.62m,-179.98°,90°,0°,-6.896,8.743,1.617,270.02,270,0
59,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,-1.62m,-179.98°,90°,0°,-6.896,8.743,1.617,270.02,270,0
60,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,-1.62m,-179.98°,90°,0°,-6.896,8.743,1.617,270.02,270,0
61,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,-1.62m,-179.98°,90°,0°,-6.896,8.743,1.617,270.02,270,0
62,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,-1.62m,-179.98°,90°,0°,-6.896,8.743,1.617,270.02,270,0
63,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,-1.62m,-179.98°,90°,0°,-6.896,8.743,1.617,270.02,270,0
64,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,-1.62m,-179.98°,90°,0°,-6.896,8.743,1.617,270.02,270,0
109,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.64m,8.74m,-1.62m,-179.98°,90°,0°,-6.636,8.743,1.617,270.02,270,0
110,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.64m,8.74m,-1.62m,-179.98°,90°,0°,-6.636,8.743,1.617,270.02,270,0
111,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.64m,8.74m,-1.62m,-179.98°,90°,0°,-6.636,8.743,1.617,270.02,270,0
112,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.64m,8.74m,-1.62m,-179.98°,90°,0°,-6.636,8.743,1.617,270.02,270,0
113,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.64m,8.74m,-1.62m,-179.98°,90°,0°,-6.636,8.743,1.617,270.02,270,0
114,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.64m,8.74m,-1.62m,-179.98°,90°,0°,-6.636,8.743,1.617,270.02,270,0
115,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.64m,8.74m,-1.62m,-179.98°,90°,0°,-6.636,8.743,1.617,270.02,270,0
116,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.64m,8.74m,-1.62m,-179.98°,90°,0°,-6.636,8.743,1.617,270.02,270,0
161,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.65m,8.74m,-1.62m,-179.98°,90°,0°,-5.65,8.743,1.617,270.02,270,0
162,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.65m,8.74m,-1.62m,-179.98°,90°,0°,-5.65,8.743,1.617,270.02,270,0
163,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.65m,8.74m,-1.62m,-179.98°,90°,0°,-5.65,8.743,1.617,270.02,270,0
164,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.65m,8.74m,-1.62m,-179.98°,90°,0°,-5.65,8.743,1.617,270.02,270,0
165,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.65m,8.74m,-1.62m,-179.98°,90°,0°,-5.65,8.743,1.617,270.02,270,0
166,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.65m,8.74m,-1.62m,-179.98°,90°,0°,-5.65,8.743,1.617,270.02,270,0
167,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.65m,8.74m,-1.62m,-179.98°,90°,0°,-5.65,8.743,1.617,270.02,270,0
168,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.65m,8.74m,-1.62m,-179.98°,90°,0°,-5.65,8.743,1.617,270.02,270,0
213,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.38m,8.74m,-1.62m,-179.98°,90°,0°,-5.383,8.743,1.617,270.02,270,0
214,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.38m,8.74m,-1.62m,-179.98°,90°,0°,-5.383,8.743,1.617,270.02,270,0
215,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.38m,8.74m,-1.62m,-179.98°,90°,0°,-5.383,8.743,1.617,270.02,270,0
216,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.38m,8.74m,-1.62m,-179.98°,90°,0°,-5.383,8.743,1.617,270.02,270,0
217,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.38m,8.74m,-1.62m,-179.98°,90°,0°,-5.383,8.743,1.617,270.02,270,0
218,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.38m,8.74m,-1.62m,-179.98°,90°,0°,-5.383,8.743,1.617,270.02,270,0
219,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.38m,8.74m,-1.62m,-179.98°,90°,0°,-5.383,8.743,1.617,270.02,270,0
220,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.38m,8.74m,-1.62m,-179.98°,90°,0°,-5.383,8.743,1.617,270.02,270,0
265,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.12m,8.74m,-1.62m,-179.98°,90°,0°,-5.123,8.743,1.617,270.02,270,0
266,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.12m,8.74m,-1.62m,-179.98°,90°,0°,-5.123,8.743,1.617,270.02,270,0
267,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.12m,8.74m,-1.62m,-179.98°,90°,0°,-5.123,8.743,1.617,270.02,270,0
268,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.12m,8.74m,-1.62m,-179.98°,90°,0°,-5.123,8.743,1.617,270.02,270,0
269,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.12m,8.74m,-1.62m,-179.98°,90°,0°,-5.123,8.743,1.617,270.02,270,0
270,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.12m,8.74m,-1.62m,-179.98°,90°,0°,-5.123,8.743,1.617,270.02,270,0
271,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.12m,8.74m,-1.62m,-179.98°,90°,0°,-5.123,8.743,1.617,270.02,270,0
272,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.12m,8.74m,-1.62m,-179.98°,90°,0°,-5.123,8.743,1.617,270.02,270,0
3,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-7.16m,8.74m,-1.62m,-179.98°,90°,0°,-7.163,8.743,1.617,270.02,270,0
55,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,-1.62m,-179.98°,90°,0°,-6.896,8.743,1.617,270.02,270,0
107,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.64m,8.74m,-1.62m,-179.98°,90°,0°,-6.636,8.743,1.617,270.02,270,0
159,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.65m,8.74m,-1.62m,-179.98°,90°,0°,-5.65,8.743,1.617,270.02,270,0
211,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.38m,8.74m,-1.62m,-179.98°,90°,0°,-5.383,8.743,1.617,270.02,270,0
263,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.12m,8.74m,-1.62m,-179.98°,90°,0°,-5.123,8.743,1.617,270.02,270,0
315,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-4.08m,8.74m,-1.62m,-179.98°,90°,0°,-4.084,8.743,1.617,270.02,270,0
367,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.82m,8.74m,-1.62m,-179.98°,90°,0°,-3.817,8.743,1.617,270.02,270,0
419,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.56m,8.74m,-1.62m,-179.98°,90°,0°,-3.557,8.743,1.617,270.02,270,0
471,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.56m,8.74m,-1.62m,-179.98°,90°,0°,-2.56,8.743,1.617,270.02,270,0
523,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.29m,8.74m,-1.62m,-179.98°,90°,0°,-2.293,8.743,1.617,270.02,270,0
575,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.03m,8.74m,-1.62m,-179.98°,90°,0°,-2.033,8.743,1.617,270.02,270,0
627,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-1.02m,8.74m,-1.62m,-179.98°,90°,0°,-1.019,8.743,1.617,270.02,270,0
679,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,-1.62m,-179.98°,90°,0°,-0.752,8.743,1.617,270.02,270,0
731,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.49m,8.74m,-1.62m,-179.98°,90°,0°,-0.492,8.743,1.617,270.02,270,0
783,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.53m,8.74m,-1.62m,-179.98°,90°,0°,0.533,8.743,1.617,270.02,270,0
835,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.8m,8.74m,-1.62m,-179.98°,90°,0°,0.8,8.743,1.617,270.02,270,0
887,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,1.06m,8.74m,-1.62m,-179.98°,90°,0°,1.06,8.743,1.617,270.02,270,0
939,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.12m,8.74m,-1.62m,-179.98°,90°,0°,2.119,8.743,1.617,270.02,270,0
991,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.39m,8.74m,-1.62m,-179.98°,90°,0°,2.386,8.743,1.617,270.02,270,0
1043,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.65m,8.74m,-1.62m,-179.98°,90°,0°,2.646,8.743,1.617,270.02,270,0
1095,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.56m,8.74m,-1.62m,-179.98°,90°,0°,3.56,8.743,1.617,270.02,270,0
1147,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,-1.62m,-179.98°,90°,0°,3.827,8.743,1.617,270.02,270,0
1199,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,4.09m,8.74m,-1.62m,-179.98°,90°,0°,4.087,8.743,1.617,270.02,270,0
1251,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.15m,8.74m,-1.62m,-179.98°,90°,0°,5.153,8.743,1.617,270.02,270,0
1303,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.42m,8.74m,-1.62m,-179.98°,90°,0°,5.42,8.743,1.617,270.02,270,0
1355,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.68m,8.74m,-1.62m,-179.98°,90°,0°,5.68,8.743,1.617,270.02,270,0
1407,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.67m,8.74m,-1.62m,-179.98°,90°,0°,6.668,8.743,1.617,270.02,270,0
1459,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.94m,8.74m,-1.62m,-179.98°,90°,0°,6.935,8.743,1.617,270.02,270,0
1511,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,7.2m,8.74m,-1.62m,-179.98°,90°,0°,7.195,8.743,1.617,270.02,270,0
317,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-4.08m,8.74m,-1.62m,-179.98°,90°,0°,-4.084,8.743,1.617,270.02,270,0
318,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-4.08m,8.74m,-1.62m,-179.98°,90°,0°,-4.084,8.743,1.617,270.02,270,0
319,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-4.08m,8.74m,-1.62m,-179.98°,90°,0°,-4.084,8.743,1.617,270.02,270,0
320,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-4.08m,8.74m,-1.62m,-179.98°,90°,0°,-4.084,8.743,1.617,270.02,270,0
321,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-4.08m,8.74m,-1.62m,-179.98°,90°,0°,-4.084,8.743,1.617,270.02,270,0
322,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-4.08m,8.74m,-1.62m,-179.98°,90°,0°,-4.084,8.743,1.617,270.02,270,0
323,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-4.08m,8.74m,-1.62m,-179.98°,90°,0°,-4.084,8.743,1.617,270.02,270,0
324,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-4.08m,8.74m,-1.62m,-179.98°,90°,0°,-4.084,8.743,1.617,270.02,270,0
369,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.82m,8.74m,-1.62m,-179.98°,90°,0°,-3.817,8.743,1.617,270.02,270,0
370,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.82m,8.74m,-1.62m,-179.98°,90°,0°,-3.817,8.743,1.617,270.02,270,0
371,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.82m,8.74m,-1.62m,-179.98°,90°,0°,-3.817,8.743,1.617,270.02,270,0
372,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.82m,8.74m,-1.62m,-179.98°,90°,0°,-3.817,8.743,1.617,270.02,270,0
373,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.82m,8.74m,-1.62m,-179.98°,90°,0°,-3.817,8.743,1.617,270.02,270,0
374,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.82m,8.74m,-1.62m,-179.98°,90°,0°,-3.817,8.743,1.617,270.02,270,0
375,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.82m,8.74m,-1.62m,-179.98°,90°,0°,-3.817,8.743,1.617,270.02,270,0
376,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.82m,8.74m,-1.62m,-179.98°,90°,0°,-3.817,8.743,1.617,270.02,270,0
421,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.56m,8.74m,-1.62m,-179.98°,90°,0°,-3.557,8.743,1.617,270.02,270,0
